Rank,LastName,FirstName,Team,Pos,GP,TOI,GF,GA,GF60,GA60,GF%,TM GF60,TM GA60,TM GF%,GF60 RelTM,GA60 RelTM,GF% RelTM,GF60 Rel,GA60 Rel,GF% Rel,Opp GF60,Opp GA60,Opp GF%,SF,SA,Sh%,Sv%,PDO,TM Sh%,TM Sv%,Sh% RelTM,Sv% RelTM,Sh% Rel,Sv% Rel,Opp Sh%,Opp Sv%,CF,CA,CF60,CA60,CF%,CF60 RelTM,CA60 RelTM,CF% RelTM,CF60 Rel,CA60 Rel,CF% Rel,Opp CF60,Opp CA60,Opp CF%,CSh%,CSv%,CPDO,TM CSh%,TM CSv%,CSh% RelTM,CSv% RelTM,CSh% Rel,CSv% Rel,Opp CSh%,Opp CSv%,%ofTeam TOI,%ofTeam GF,%ofTeam GA,%ofTeam CF,%ofTeam CA,%ofTeam OZFO,%ofTeam DZFO,%ofTeam NZFO,G,A,FirstA,Pts,Pri. Pts,Shots,iCorsi,iSh%,iCSh%,Goals per60,Assists per60,FirstA per60,Points per60,Pri.Pts  per60,Shots per60,iCorsi per60,IGP,IAP,IPP,IPPP,TotFO,NZFO,DZFO,OZFO,NZFO%,DZFO%,OZFO%
32,MORIN, JEREMY,Columbus,F(LW),67,637.233,27,23,2.542,2.166,54,2.2154,2.2139,50.02,0.3268,-0.0483,3.98,-0.0391,-0.2515,2.36,2.1613,2.1896,49.67,366,289,7.377,92.0415,99.4185,7.4218,92.4237,-0.0448,-0.3821,-1.367,0.3279,7.5931,92.4206,634,491,59.696,46.231,56.36,4.9443,-6.9332,5.62,5.5345,-5.1375,5.03,53.4419,54.5953,49.47,4.2587,95.3157,99.5744,4.0463,95.8358,0.2123,-0.5201,-0.5074,0.021,4.0441,95.9894,19.9506,19.708,18.254,21.55,18.3209,22.6908,17.8414,17.3026,7,10,9,17,16,113,179,6.194690265,3.910614525,0.6591,0.9416,0.8474,1.6007,1.5065,10.6397,16.8541,25.93,37.04,62.96,59.26,583,195,162,226,33.4477,27.7873,38.765
33,KULAK, BRETT,Calgary,D,9,114.483,2,4,1.048,2.096,33.33,2.0353,2.4951,44.93,-0.9871,-0.3988,-11.59,-0.937,-3.1372,5.83,1.9137,2.1666,46.9,57,42,3.5088,90.4762,93.985,7.5501,91.2842,-4.0413,-0.808,-5.0184,7.3367,7.0198,92.4155,107,83,56.078,43.5,56.32,5.3875,-14.0587,9.49,6.8099,-14.4308,10.36,51.6205,54.3165,48.73,1.8692,95.1807,97.0499,4.0152,95.6651,-2.146,-0.4843,-2.1601,4.215,3.7073,96.0112,25.6143,15.3846,12.1212,28.1579,20.5446,24.183,19.3103,29.0698,0,0,0,0,0,9,19,0,0,0,0,0,0,0,4.7168,9.9578,0,0,0,0,115,50,28,37,43.4783,24.3478,32.1739
34,FIALA, KEVIN,Nashville,F(LW),6,73.2167,1,2,0.819,1.639,33.33,2.509,2.1797,53.51,-1.6895,-0.5408,-20.18,-1.4385,-0.619,-16.67,2.3248,2.147,51.99,39,37,2.5641,94.5946,97.1587,8.1945,92.3133,-5.6304,2.2813,-5.3567,2.7579,7.8681,92.4867,85,66,69.656,54.086,56.29,13.1764,0.5554,4.95,19.4172,-1.2334,8.7,55.4394,54.0977,50.61,1.1765,96.9697,98.1462,4.4422,95.928,-3.2658,1.0416,-3.3179,1.0513,4.1935,96.0313,25.6181,11.1111,20,32.3194,25.1908,34.7368,16.4384,31.25,1,0,0,1,1,13,20,7.692307692,5,0.8195,0,0,0.8195,0.8195,10.6533,16.3897,100,0,100,100,75,30,12,33,40,16,44
35,FORSBERG, FILIP,Nashville,F(LW),177,2344.38,115,87,2.943,2.227,56.93,2.3542,2.166,52.08,0.589,0.0606,4.85,0.8994,0.2805,5.71,2.2469,2.196,50.57,1320,1072,8.7121,91.8843,100.5964,7.8711,92.3807,0.841,-0.4964,1.6202,-0.9958,7.7154,92.3616,2531,1972,64.776,50.47,56.21,9.1279,-2.5461,5,11.3133,-1.9664,5.72,54.7418,54.1222,50.28,4.5437,95.5882,100.1319,4.2306,95.9144,0.3131,-0.3262,0.7207,-0.7005,4.1045,95.9425,27.6465,35.4938,30.4196,31.6454,26.8885,36.5405,14.987,27.4523,40,36,23,76,63,365,740,10.95890411,5.405405405,1.0237,0.9214,0.5886,1.9451,1.6124,9.3415,18.9389,34.78,31.3,66.09,54.78,2223,806,403,1014,36.2573,18.1287,45.614
36,PAVELSKI, JOE,San Jose,F(C),246,3484.32,164,96,2.824,1.653,63.08,2.1882,2.4179,47.51,0.6359,-0.7647,15.57,0.8116,-0.6959,16.94,2.2564,2.2177,50.43,1931,1498,8.493,93.5915,102.0845,7.3294,91.317,1.1636,2.2745,1.5582,2.0212,7.7454,92.3142,3777,2946,65.04,50.73,56.18,7.2989,-3.7942,4.75,8.7271,-4.2005,5.56,54.7495,54.2669,50.22,4.3421,96.7413,101.0834,3.7896,95.5655,0.5525,1.1758,0.7684,1.0177,4.1214,95.9133,29.3734,36.8539,22.6415,32.4485,27.7506,35.7947,32.3741,27.7288,62,53,32,115,94,431,824,14.38515081,7.524271845,1.0676,0.9127,0.551,1.9803,1.6187,7.4218,14.1893,37.8,32.32,70.12,57.32,3713,1194,1215,1304,32.1573,32.7229,35.1199
37,STRALMAN, ANTON,Tampa Bay,D,236,3774.97,161,119,2.559,1.891,57.5,2.4508,2.0926,53.94,0.1082,-0.2012,3.56,0.1963,-0.1769,4.18,2.2157,2.2137,50.02,2072,1607,7.7703,92.5949,100.3652,8.3236,92.7026,-0.5534,-0.1077,-0.211,-0.1245,7.651,92.3698,3707,2931,58.92,46.586,55.85,3.6744,-7.2794,5.21,3.0749,-7.1252,4.87,54.3044,54.2376,50.03,4.3431,95.9399,100.283,4.4362,96.1151,-0.0931,-0.1751,0.1124,-0.2092,4.0801,95.9186,33.9652,35.7778,31.9892,35.1775,30.8494,34.9957,34.3852,34.8131,14,36,14,50,28,298,574,4.697986577,2.43902439,0.2225,0.5722,0.2225,0.7947,0.445,4.7365,9.1233,8.7,22.36,31.06,17.39,3612,1341,1057,1214,37.1262,29.2636,33.6102
38,SCHULTZ, JEFF,Los Angeles,D,10,143.833,4,4,1.669,1.669,50,2.1655,1.8246,54.27,-0.4969,-0.156,-4.27,-0.9103,-1.6472,6.25,2.2485,2.298,49.46,61,52,6.5574,92.3077,98.8651,7.1088,93.1083,-0.5515,-0.8006,-1.6298,6.5934,7.8614,92.0639,121,96,50.475,40.046,55.76,-8.9421,-9.4008,1.18,-11.6034,-5.8217,-1.75,53.6608,54.8553,49.45,3.3058,95.8333,99.1391,3.6445,96.31,-0.3387,-0.4766,-0.8485,3.0622,4.1903,95.8109,30.6322,22.2222,18.1818,26.4192,27.8261,22.0859,28.5714,28.3422,0,1,1,1,1,8,17,0,0,0,0.4171,0.4171,0.4171,0.4171,3.3372,7.0915,0,25,25,25,125,53,36,36,42.4,28.8,28.8
39,NESTRASIL, ANDREJ,Carolina,F(C),109,1341.98,48,43,2.146,1.923,52.75,1.8019,2.3226,43.69,0.3442,-0.4,9.06,0.2633,-0.5131,9.15,2.2637,2.1934,50.79,666,557,7.2072,92.2801,99.4873,6.1165,91.8363,1.0907,0.4438,0.7721,1.3156,7.7598,92.4226,1323,1053,59.151,47.08,55.68,3.8103,-6.1461,4.71,3.4761,-4.1876,3.62,54.6712,53.9626,50.33,3.6281,95.9164,99.5445,3.2559,95.6364,0.3722,0.28,0.2465,0.6672,4.1406,95.9353,25.0491,27.5862,20.8738,26.2032,23.4835,22.2888,24.9296,25.7906,10,21,15,31,25,162,299,6.172839506,3.344481605,0.4471,0.9389,0.6706,1.386,1.1177,7.243,13.3683,20.83,43.75,64.58,52.08,1199,473,354,372,39.4495,29.5246,31.0259
40,KING, DWIGHT,Los Angeles,F(LW),205,2608.25,92,84,2.116,1.932,52.27,2.1609,1.8314,54.13,-0.0445,0.101,-1.85,-0.1637,0.1824,-4.3,2.2349,2.2515,49.82,1395,1158,6.595,92.7461,99.3411,7.0297,93.0211,-0.4347,-0.275,-0.8114,-0.215,7.739,92.2126,2672,2130,61.467,48.998,55.64,1.3197,0.3979,0.33,0.8483,2.1949,-0.79,54.2703,54.6547,49.82,3.4431,96.0563,99.4994,3.5927,96.2318,-0.1496,-0.1754,-0.3182,-0.2047,4.1182,95.8805,26.7794,25.3444,28.7671,27.0527,27.6875,26.223,27.5037,27.9645,29,30,16,59,45,257,442,11.28404669,6.561085973,0.6671,0.6901,0.3681,1.3572,1.0352,5.912,10.1677,31.52,32.61,64.13,48.91,2514,915,736,863,36.3962,29.2761,34.3278
41,RIBEIRO, MIKE,Nashville,F(C),243,3415.25,158,123,2.776,2.161,56.23,2.1651,2.2322,49.24,0.6107,-0.0713,6.99,0.7183,0.1986,5.04,2.2076,2.198,50.11,1844,1635,8.5683,92.4771,101.0454,7.2634,92.1695,1.3049,0.3076,1.5116,-0.4236,7.6425,92.3584,3616,2888,63.527,50.737,55.6,8.0029,-3.4274,4.98,9.5413,-2.3844,5.19,54.3208,54.2183,50.05,4.3695,95.741,100.1105,3.8993,95.8788,0.4702,-0.1378,0.5583,-0.565,4.0641,95.946,29.4173,35.9909,31.4578,32.9056,28.4728,37.3465,13.499,25.08,30,76,40,106,70,216,365,13.88888889,8.219178082,0.527,1.3352,0.7027,1.8622,1.2298,3.7947,6.4124,18.99,48.1,67.09,44.3,2896,1019,478,1399,35.1865,16.5055,48.308
42,CARR, DANIEL,Montreal,F(LW),23,251.95,9,10,2.143,2.381,47.37,2.129,2.272,48.37,0.0143,0.1094,-1.01,0.3839,-0.2225,7.05,2.1823,2.1777,50.05,138,100,6.5217,90,96.5217,7.3833,92.3016,-0.8615,-2.3016,0.7614,-0.8867,7.5535,92.3314,249,199,59.297,47.39,55.58,4.8598,-8.6865,6.32,0.6734,-3.7738,2.18,53.8916,52.6004,50.61,3.6145,94.9749,98.5894,3.9109,95.9483,-0.2964,-0.9735,0.6133,0.0643,4.0494,95.8599,22.8112,26.4706,21.2766,23.0129,21.4903,22.619,18.2825,22.2494,4,3,0,7,4,35,66,11.42857143,6.060606061,0.9526,0.7144,0,1.667,0.9526,8.335,15.7174,44.44,33.33,77.78,44.44,252,91,66,95,36.1111,26.1905,37.6984
43,SHARP, PATRICK,Dallas,F(LW),226,3163.53,152,138,2.883,2.617,52.41,2.4053,2.0961,53.43,0.4776,0.5213,-1.02,0.6126,0.656,-1.24,2.2125,2.1936,50.21,1825,1513,8.3288,90.8791,99.2079,7.6584,92.6976,0.6704,-1.8186,1.0963,-2.0359,7.655,92.3596,3422,2736,64.902,51.891,55.57,5.9915,-1.0736,2.91,6.2162,0.6184,2.2,54.3019,54.1565,50.07,4.4418,94.9561,99.3979,4.0829,96.0425,0.3589,-1.0864,0.5734,-1.2186,4.0745,95.9494,28.9337,34.0807,35.2041,31.047,29.1809,34.1141,24.3,30.1214,41,61,38,102,79,546,951,7.509157509,4.311251314,0.7776,1.1569,0.7207,1.9345,1.4983,10.3555,18.0368,26.97,40.13,67.11,51.97,3159,1166,755,1238,36.9104,23.9,39.1896
44,HYMAN, ZACH,Toronto,F(C),16,204.233,6,7,1.763,2.056,46.15,2.1432,2.5309,45.85,-0.3805,-0.4744,0.3,0.2545,-0.2059,6.15,2.2198,2.1385,50.93,97,91,6.1856,92.3077,98.4933,7.528,92.0409,-1.3424,0.2668,0.9617,0.0568,7.7304,92.6541,211,169,61.988,49.649,55.53,5.0853,-7.1806,5.49,2.9521,-4.8621,3.53,53.2982,54.2577,49.55,2.8436,95.858,98.7016,3.7664,95.5465,-0.9228,0.3115,0.2889,0.0082,4.1648,96.0586,26.831,30,25,27.7997,25.037,36.3265,21.519,23.75,3,0,0,3,3,32,60,9.375,5,0.8813,0,0,0.8813,0.8813,9.401,17.6269,50,0,50,50,197,57,51,89,28.934,25.8883,45.1777
45,SMITH, BRENDAN,Detroit,D,210,3307.8,119,118,2.159,2.14,50.21,2.1088,2.0766,50.39,0.0497,0.0638,-0.17,0.0042,0.0502,-0.54,2.1363,2.2001,49.26,1620,1417,7.3457,91.6725,99.0182,7.4156,92.778,-0.0699,-1.1055,-0.2448,-1.0825,7.4643,92.4333,3030,2433,54.961,44.132,55.46,3.2999,-5.3804,4.4,3.5502,-5.2069,4.44,53.5944,54.6034,49.53,3.9274,95.15,99.0774,4.082,95.8059,-0.1547,-0.6559,-0.263,-0.6136,3.986,95.9707,33.5724,33.6158,34.104,35.0776,31.1324,33.5928,28.7692,29.9074,8,31,15,39,23,220,486,3.636363636,1.646090535,0.1451,0.5623,0.2721,0.7074,0.4172,3.9906,8.8155,6.72,26.05,32.77,19.33,2849,1001,769,1079,35.1351,26.9919,37.8729
46,SEMIN, ALEXANDER,Montreal,F(RW),137,1898.87,78,73,2.465,2.307,51.66,1.9172,2.3112,45.34,0.5474,-0.0046,6.31,0.6186,-0.0996,8.24,2.232,2.227,50.06,1010,887,7.7228,91.77,99.4928,6.4479,91.92,1.2748,-0.15,1.6149,-0.0869,7.7213,92.3893,2045,1643,64.617,51.915,55.45,8.2967,-2.0746,4.39,8.09,-3.0591,4.75,53.9305,54.8298,49.59,3.8142,95.5569,99.3711,3.4041,95.7191,0.4101,-0.1622,0.5484,-0.0661,4.1386,95.9383,28.7202,34.9776,27.8626,31.5343,27.5625,34.072,25.3671,28.0663,19,26,17,45,36,242,540,7.851239669,3.518518519,0.6004,0.8215,0.5372,1.4219,1.1375,7.6467,17.0628,24.36,33.33,57.69,46.15,1882,643,501,738,34.1658,26.6206,39.2136
47,HERTL, TOMAS,San Jose,F(C),200,2627.75,120,93,2.74,2.123,56.34,2.2662,2.1292,51.56,0.4738,-0.0057,4.78,0.6927,-0.0437,7.76,2.2171,2.2111,50.07,1416,1172,8.4746,92.0648,100.5394,7.4385,92.1815,1.0361,-0.1167,1.372,-0.0486,7.6422,92.3247,2802,2254,63.979,51.466,55.42,5.4651,-2.1011,3.21,8.0769,-3.185,4.85,54.5314,54.1685,50.17,4.2827,95.874,100.1567,3.8729,96.0252,0.4097,-0.1512,0.6204,-0.1605,4.0657,95.9181,27.2809,33.4262,26.8786,30.0386,26.1061,27.6465,27.1768,26.2522,37,42,20,79,57,375,680,9.866666667,5.441176471,0.8448,0.959,0.4567,1.8038,1.3015,8.5625,15.5266,30.83,35,65.83,47.5,2543,912,824,807,35.8632,32.4027,31.7342
48,HOSSA, MARIAN,Chicago,F(RW),218,2950.42,129,92,2.623,1.871,58.37,2.3473,2.2615,50.93,0.276,-0.3905,7.44,0.4027,-0.2085,6.73,2.3294,2.2179,51.23,1659,1399,7.7758,93.4239,101.1997,7.3714,92.1488,0.4044,1.2751,0.6955,0.7484,7.8977,92.285,3063,2473,62.29,50.291,55.33,3.5808,-1.8059,2.35,5.0005,-0.9793,2.56,55.5234,54.2047,50.6,4.2116,96.2798,100.4914,3.9983,95.6591,0.2133,0.6207,0.3354,0.3355,4.1953,95.9083,27.8422,31.3107,25.7703,29.5542,27.4564,30.2639,26.6893,33.1505,34,55,33,89,67,504,865,6.746031746,3.930635838,0.6914,1.1185,0.6711,1.8099,1.3625,10.2494,17.5907,26.36,42.64,68.99,51.94,3050,1209,786,1055,39.6393,25.7705,34.5902
49,TOEWS, JONATHAN,Chicago,F(C),237,3376.58,158,116,2.808,2.061,57.66,2.176,2.1526,50.27,0.6316,-0.0913,7.39,0.6759,0.011,6.69,2.3265,2.2021,51.37,1935,1625,8.1654,92.8615,101.0269,7.0009,92.4507,1.1644,0.4108,1.2206,0.0526,7.8842,92.3186,3528,2848,62.691,50.607,55.33,4.6059,-1.4999,2.62,6.4668,-1.0569,3.22,55.5315,54.0547,50.67,4.4785,95.927,100.4055,3.7462,95.869,0.7323,0.058,0.687,-0.1046,4.1895,95.9262,29.4057,35.426,29.5165,31.7152,28.9784,32.5879,27.1597,34.5523,46,68,44,114,90,380,575,12.10526316,8,0.8174,1.2083,0.7819,2.0257,1.5992,6.7524,10.2174,29.11,43.04,72.15,56.96,3468,1370,874,1224,39.504,25.2018,35.2941
50,LEIPSIC, BRENDAN,Toronto,F(LW),6,70.7333,2,3,1.697,2.545,40,2.0229,2.5471,44.26,-0.3264,-0.0023,-4.26,0.0005,0.2835,-2.86,2.2099,2.1544,50.64,38,32,5.2632,90.625,95.8882,7.0525,91.7975,-1.7893,-1.1725,-0.7368,-1.375,7.4315,92.4232,78,63,66.164,53.44,55.32,10.5038,-3.7833,6.01,4.5434,5.1047,-0.72,55.9349,53.3115,51.2,2.5641,95.2381,97.8022,3.6344,95.5489,-1.0703,-0.3108,-0.1882,-0.0835,3.9509,95.9588,24.9941,25,27.2727,26.3514,26.9231,25.4717,29.4737,21.2766,1,1,1,2,2,9,16,11.11111111,6.25,0.8483,0.8483,0.8483,1.6965,1.6965,7.6343,13.5721,50,50,100,100,75,20,28,27,26.6667,37.3333,36
51,LEWIS, TREVOR,Los Angeles,F(C),221,2581,63,70,1.465,1.627,47.37,2.1928,1.8863,53.76,-0.7282,-0.259,-6.39,-0.8763,-0.2983,-7.5,2.1888,2.2543,49.26,1245,1020,5.0602,93.1373,98.1975,7.1754,92.9713,-2.1151,0.1659,-2.227,0.6749,7.6103,92.2093,2431,1967,56.513,45.726,55.28,-2.9355,-3.7549,0.7,-6.0941,-1.6649,-1.64,54.0146,54.6154,49.72,2.5915,96.4413,99.0328,3.6885,96.1879,-1.097,0.2533,-1.1475,0.5044,4.0523,95.8724,24.5185,16.8901,21.5385,22.673,23.8627,22.7109,22.0747,23.0288,18,24,14,42,32,366,604,4.918032787,2.98013245,0.4184,0.5579,0.3255,0.9764,0.7439,8.5083,14.0411,28.57,38.1,66.67,50.79,2262,809,632,821,35.7648,27.9399,36.2953
52,VERSTEEG, KRIS,Los Angeles,F(RW),219,2796.5,110,97,2.36,2.081,53.14,2.2378,2.2248,50.15,0.1222,-0.1436,2.99,0.09,-0.1658,2.88,2.2071,2.1845,50.26,1487,1268,7.3974,92.3502,99.7476,7.2369,92.1982,0.1606,0.1519,-0.0408,0.518,7.6212,92.4025,2815,2280,60.397,48.918,55.25,2.8492,-3.3291,2.84,3.8757,-1.6007,2.45,54.4086,54.0804,50.15,3.9076,95.7456,99.6532,3.8887,95.7419,0.019,0.0038,-0.1087,0.1934,4.0566,95.9607,26.3981,27.1605,24.9357,27.7067,25.7773,31.1461,21.8718,26.2098,31,45,22,76,53,363,630,8.539944904,4.920634921,0.6651,0.9655,0.472,1.6306,1.1371,7.7883,13.5169,28.18,40.91,69.09,48.18,2636,937,631,1068,35.5463,23.9378,40.5159
53,GREENE, MATT,Los Angeles,D,123,1600.9,51,52,1.911,1.949,49.51,2.1381,1.774,54.65,-0.2267,0.1749,-5.14,-0.2437,-0.009,-2.88,2.1517,2.2516,48.87,800,676,6.375,92.3077,98.6827,6.9382,93.1626,-0.5632,-0.8549,-0.6049,-0.0085,7.5301,92.2112,1601,1299,60.004,48.685,55.21,0.1232,0.5217,-0.22,-0.3108,1.9913,-1.16,53.7428,54.7443,49.54,3.1855,95.9969,99.1824,3.5706,96.3167,-0.3851,-0.3198,-0.3876,0.19,4.0036,95.887,27.3165,25,27.2251,27.214,28.1534,27.2447,24.644,24.4601,4,10,5,14,9,103,254,3.883495146,1.57480315,0.1499,0.3748,0.1874,0.5247,0.3373,3.8603,9.5196,7.84,19.61,27.45,17.65,1416,487,398,531,34.3927,28.1073,37.5
54,SMITH, REILLY,Florida,F(RW),245,3131.9,149,97,2.854,1.858,60.57,2.3051,2.0729,52.65,0.5494,-0.2146,7.92,0.6115,-0.0189,6.13,2.2554,2.2128,50.48,1675,1397,8.8955,93.0565,101.952,7.4513,92.7871,1.4442,0.2694,1.0415,-0.4888,7.7185,92.3802,3060,2486,58.623,47.626,55.17,2.3613,-4.7016,3.36,6.0669,-4.5087,4.97,54.7914,54.2147,50.26,4.8693,96.0982,100.9675,4.0972,96.0386,0.7721,0.0595,0.6014,-0.3011,4.1164,95.9185,26.4842,31.4346,26.2873,28.6651,24.761,28.7359,28.6863,31.1339,41,52,34,93,75,355,621,11.54929577,6.602254428,0.7855,0.9962,0.6514,1.7817,1.4368,6.801,11.8969,27.52,34.9,62.42,50.34,3382,1274,1035,1073,37.67,30.6032,31.7268
55,PERREAULT, MATHIEU,Winnipeg,F(C),202,2454.77,111,93,2.713,2.273,54.41,2.337,2.2132,51.36,0.3761,0.06,3.05,0.361,0.1737,1.57,2.2083,2.2057,50.03,1304,1087,8.5123,91.4443,99.9566,8.0488,92.3414,0.4634,-0.897,0.4115,-1.1585,7.6481,92.3468,2465,2005,60.25,49.007,55.15,5.9708,-5.967,5.46,6.1431,-4.5427,4.89,54.2377,54.3019,49.97,4.503,95.3616,99.8646,4.3055,95.9742,0.1976,-0.6126,0.1559,-0.7178,4.0716,95.938,26.276,29.1339,27.8443,28.4117,24.5952,24.8914,24.481,24.287,26,55,30,81,56,269,489,9.665427509,5.316973415,0.6355,1.3443,0.7333,1.9798,1.3688,6.575,11.9523,23.42,49.55,72.97,50.45,2238,809,684,745,36.1483,30.563,33.2887
56,STAAL, JORDAN,Carolina,F(C),210,2971.2,88,88,1.777,1.777,50,1.9495,2.501,43.8,-0.1724,-0.724,6.2,-0.3195,-0.7944,5.09,2.3178,2.2119,51.17,1564,1349,5.6266,93.4766,99.1032,6.6513,91.2739,-1.0247,2.2027,-1.5766,2.3142,7.8874,92.3801,3057,2487,61.733,50.222,55.14,6.4276,-4.1797,4.73,6.7237,-4.8932,5.19,54.987,54.1043,50.4,2.8786,96.4616,99.3402,3.5249,95.4027,-0.6463,1.0589,-0.9326,1.1273,4.2152,95.9118,28.8532,25.5814,21.8905,31.2769,26.9827,27.7916,32.5691,32.3763,23,37,26,60,49,284,549,8.098591549,4.189435337,0.4645,0.7472,0.525,1.2116,0.9895,5.7351,11.0864,26.14,42.05,68.18,55.68,3001,1139,966,896,37.954,32.1893,29.8567
57,NEAL, JAMES,Nashville,F(LW),208,2994.92,150,98,3.005,1.963,60.48,2.3473,2.2565,50.99,0.6578,-0.2932,9.5,1.0391,-0.1579,12.38,2.2603,2.2038,50.63,1648,1389,9.1019,92.9446,102.0465,7.7849,91.9559,1.3171,0.9886,2.1719,0.7442,7.734,92.3508,3147,2560,63.047,51.287,55.14,7.7556,-1.6396,4.05,10.4913,-1.2428,5.13,54.9376,54.0756,50.4,4.7664,96.1719,100.9383,4.2453,95.7365,0.5211,0.4354,1.0257,0.21,4.1142,95.9246,30.0898,39.6825,28.4884,34.0511,29.5885,38.3557,25.0584,29.2816,53,43,26,96,79,517,993,10.25145068,5.337361531,1.0618,0.8615,0.5209,1.9233,1.5827,10.3576,19.8937,35.33,28.67,64,52.67,2969,1019,751,1199,34.3213,25.2947,40.384
58,KEITH, DUNCAN,Chicago,D,226,4122.37,180,150,2.62,2.183,54.55,2.1678,2.0656,51.21,0.452,0.1176,3.34,0.4134,0.2657,1.04,2.2594,2.2078,50.58,2323,1984,7.7486,92.4395,100.1881,7.0614,92.8082,0.6872,-0.3686,0.5956,-0.7571,7.7447,92.3173,4304,3507,62.644,51.043,55.1,6.4775,-1.3103,3.35,6.7641,-0.1079,2.89,54.9597,54.1903,50.35,4.1822,95.7228,99.905,3.8597,96.0546,0.3225,-0.3318,0.2336,-0.5284,4.111,95.9259,37.5615,41.6667,40.6504,40.277,37.512,36.6685,39.5615,37.1604,13,62,27,75,40,331,739,3.927492447,1.759133965,0.1892,0.9024,0.393,1.0916,0.5822,4.8176,10.756,7.22,34.44,41.67,22.22,3916,1395,1209,1312,35.6231,30.8733,33.5036
59,POULIOT, DERRICK,Pittsburgh,D,56,783.583,25,27,1.914,2.067,48.08,2.2604,2.0907,51.95,-0.3461,-0.0233,-3.87,-0.9502,-0.1045,-8.8,2.1089,2.1777,49.2,407,358,6.1425,92.4581,98.6006,7.6119,92.558,-1.4694,-0.0999,-3.2875,-0.0256,7.3828,92.402,771,629,59.036,48.163,55.07,4.948,-4.5644,4.43,3.1322,-3.5544,3.13,53.3557,53.6161,49.88,3.2425,95.7075,98.95,4.1791,96.0349,-0.9366,-0.3274,-1.8813,-0.0929,3.9526,95.9383,29.1327,21.5517,28.125,30.2709,27.6849,27.5581,28.9093,24.076,1,8,3,9,4,57,121,1.754385965,0.826446281,0.0766,0.6126,0.2297,0.6891,0.3063,4.3646,9.2651,4,32,36,16,685,228,220,237,33.2847,32.1168,34.5985
60,TARASENKO, VLADIMIR,St. Louis,F(RW),221,2995.83,158,92,3.164,1.843,63.2,2.0921,1.9917,51.23,1.0723,-0.1491,11.97,1.0094,-0.1375,11.08,2.2626,2.2161,50.52,1647,1355,9.5932,93.2103,102.8035,7.2145,92.5665,2.3787,0.6438,2.0107,0.6856,7.741,92.3227,3094,2526,61.966,50.59,55.05,8.0463,-0.5296,3.72,9.4518,0.0322,4.1,54.9174,54.3266,50.27,5.1067,96.3579,101.4646,3.88,96.1039,1.2267,0.254,1.0031,0.2742,4.12,95.9209,28.4202,36.8298,26.9795,31.9035,28.4331,35.0882,21.5515,26.1025,60,65,37,125,97,508,996,11.81102362,6.024096386,1.2017,1.3018,0.741,2.5035,1.9427,10.1741,19.9477,37.97,41.14,79.11,61.39,2834,947,714,1173,33.4157,25.1941,41.3903
61,PARAYKO, COLTON,St. Louis,D,79,1260.12,60,34,2.857,1.619,63.83,2.287,2.0832,52.33,0.5699,-0.4643,11.5,1.0343,-0.4195,16.62,2.229,2.1928,50.41,671,541,8.9419,93.7153,102.6572,7.8125,92.4799,1.1294,1.2354,2.8521,0.8224,7.6702,92.3677,1237,1012,58.899,48.186,55,4.7642,-4.1851,4.17,4.2699,-4.7647,4.22,54.6399,54.1273,50.24,4.8504,96.6403,101.4907,4.2246,96.0222,0.6259,0.6181,1.5142,0.49,4.0795,95.9489,33.4953,44.1176,28.5714,35.192,31.4286,34.7679,32.0388,34.8674,5,19,12,24,17,127,273,3.937007874,1.831501832,0.2381,0.9047,0.5714,1.1428,0.8094,6.0471,12.9988,8.33,31.67,40,28.33,1255,447,396,412,35.6175,31.5538,32.8287
62,BICKELL, BRYAN,Chicago,F(LW),164,1765.13,60,65,2.04,2.209,48,2.3681,2.0395,53.73,-0.3286,0.17,-5.73,-0.5244,0.2217,-8.33,2.0924,2.1963,48.79,973,838,6.1665,92.2434,98.4099,7.5363,92.8741,-1.3698,-0.6306,-1.754,-0.7277,7.4216,92.3476,1758,1439,59.758,48.914,54.99,1.6995,-3.219,2.3,1.0849,-1.8842,1.39,52.993,54.311,49.39,3.413,95.483,98.896,4.0788,96.0879,-0.6658,-0.605,-0.9569,-0.604,3.9485,95.956,22.0274,18.3486,23.8971,22.3437,21.385,25.7367,13.1081,21.0469,20,18,10,38,30,219,393,9.132420091,5.089058524,0.6798,0.6119,0.3399,1.2917,1.0198,7.4442,13.3588,33.33,30,63.33,50,1556,575,291,690,36.9537,18.7018,44.3445
63,HEDMAN, VICTOR,Tampa Bay,D,212,3526.42,171,122,2.909,2.076,58.36,2.315,2.0283,53.3,0.5944,0.0475,5.06,0.7463,0.0905,6.22,2.2399,2.2022,50.42,1844,1532,9.2733,92.0366,101.3099,7.7719,92.7436,1.5014,-0.707,1.8433,-0.8517,7.6866,92.4389,3508,2871,59.687,48.848,54.99,5.0722,-3.491,3.93,6.2072,-3.6665,4.54,54.568,54.3072,50.12,4.8746,95.7506,100.6252,4.2388,96.1247,0.6357,-0.3741,0.8297,-0.4691,4.1048,95.945,35.4994,42.5373,36.5269,38.0518,33.8601,42.6774,36.3869,36.6226,22,58,35,80,57,336,727,6.547619048,3.026134801,0.3743,0.9868,0.5955,1.3612,0.9698,5.7169,12.3695,12.87,33.92,46.78,33.33,3593,1273,997,1323,35.43,27.7484,36.8216
